שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
תל תאומים,1283,328,233,0,233,5,1,1,0,0,0,0,33,0,1,0,0,0,0,0,9,0,145,0,0,0,0,14,0,2,0,0,0,0,1,0,21
אבו רוקייק שבט,961,1362,594,3,591,1,0,569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,0,0,10,0,0,0,0,0,0,0,0,2
אבטליון,1275,305,233,0,233,17,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,7,17,36,0,0,0,135,0,0,0,0,0,0,0,0,0
אבירים,1220,195,135,0,135,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,48,0,0,0,64,0,0,0,0,0,0,0,0,2
אושה,278,373,261,0,261,32,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,7,18,29,0,0,0,167,0,0,0,0,0,0,0,0,0
איילת השחר,77,814,567,0,567,110,3,0,0,1,0,4,6,0,0,0,0,0,1,0,0,29,44,73,1,0,0,291,0,0,0,0,0,0,1,2,1
אלון הגליל,1182,432,334,0,334,29,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,9,92,0,0,0,194,0,0,0,0,0,0,0,0,0
אלקוש,603,258,170,0,170,30,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,4,75,3,0,0,0,18,0,0,0,0,0,0,0,0,25
אפיק,4301,249,169,0,169,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,12,12,20,0,0,0,85,0,0,3,0,0,0,0,0,0
ארז,714,417,310,1,309,80,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,8,15,41,0,0,0,155,0,1,0,0,0,0,0,0,1
ארסוף,1324,123,74,0,74,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,37,0,0,0,0,0,0,0,0,0
אשדוד,70,35060,21108,136,20972,638,1785,7,5,2,0,33,649,1,22,6,6,3,16,4,316,3567,7094,121,14,4,1,3679,7,23,0,0,9,2,5,12,2941
באקה אלגרביה,6000,2451,1422,6,1416,8,0,1338,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,26,0,0,0,35,0,0,0,0,0,0,1,1,0
באר שבע,9000,22013,12072,118,11954,458,166,59,13,0,0,7,489,1,12,1,1,1,5,3,255,2174,5088,174,7,2,1,1955,6,12,1,2,5,2,5,8,1041
בועיינהנוגידאת,482,698,395,3,392,3,0,380,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,0
בית אורן,317,307,205,0,205,31,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,4,20,36,0,0,0,106,1,0,0,0,0,0,0,0,0
בית ינאי,200,303,193,0,193,16,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,5,12,31,0,0,0,120,0,0,0,0,0,0,0,0,0
ביתן אהרן,252,193,75,0,75,5,2,0,0,0,0,5,4,0,0,0,0,0,0,0,2,5,6,6,0,0,0,39,0,0,0,0,0,0,0,0,1
בני ברק,6100,11079,7558,101,7457,69,3821,2,1,0,0,0,90,0,2,0,1,0,0,0,105,89,634,20,1,0,1,218,0,5,1,0,1,1,0,2,2393
ברכיה,746,337,268,0,268,2,14,0,0,0,0,36,30,0,0,0,0,0,0,0,24,0,111,0,0,0,0,2,0,1,0,0,0,0,0,0,48
בת ים,6200,17837,8635,72,8563,382,137,14,5,1,0,4,260,5,9,2,0,1,8,1,156,1701,3141,135,4,2,0,1896,2,6,0,2,4,3,2,6,674
גש גוש חלב,487,552,333,6,327,16,0,210,0,0,0,0,1,0,0,3,0,0,0,0,0,65,2,6,0,0,0,22,0,0,0,0,0,0,0,0,2
גבעת שפירא,1077,212,166,0,166,9,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,10,17,0,0,0,116,0,0,0,0,0,0,0,0,1
גבעתיים,6300,2873,2094,9,2085,221,13,16,0,0,0,0,64,1,1,0,0,0,0,0,15,89,335,261,0,0,1,1031,1,2,0,0,0,0,2,2,30
גיתה,1206,201,137,5,132,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,29,29,17,0,0,0,42,0,0,0,0,0,0,0,0,0
גליל ים,346,348,264,2,262,65,0,3,0,0,0,2,4,0,1,0,0,0,0,0,0,4,11,27,0,0,0,136,0,1,0,0,0,0,0,1,7
דור,738,276,225,2,223,13,1,0,0,0,0,13,4,0,0,0,0,0,0,0,0,10,46,9,0,0,0,126,0,0,0,0,0,0,0,0,1
דימונה,2200,5920,3085,46,3039,89,43,15,6,1,0,2,118,2,1,0,0,0,0,0,38,324,1562,35,0,0,0,421,1,1,0,1,1,1,0,1,376
דמיידה,1317,315,200,1,199,0,0,165,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,12,0,0,0,14,0,0,0,0,0,0,1,0,0
הראל,464,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
הררית,1203,343,253,0,253,23,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,15,77,0,0,0,126,0,0,0,0,0,1,0,0,0
זיקים,584,718,478,0,478,56,0,2,0,0,0,1,16,0,0,0,0,0,0,0,3,19,59,115,0,0,0,204,0,0,0,0,0,0,0,0,3
חדרה,6500,17890,10445,61,10384,426,153,18,2,1,0,5,369,1,8,2,3,1,0,1,162,1194,4124,237,4,1,0,2696,3,9,0,3,7,3,4,10,937
חולון,6600,25767,16223,81,16142,862,174,16,6,2,0,3,573,1,15,3,0,1,0,6,227,1538,5949,355,4,6,0,4667,5,16,0,4,5,4,4,7,1689
חיפה,4000,37370,20564,127,20437,1110,597,1344,12,6,0,7,809,3,22,4,3,9,0,6,223,2641,5034,1180,9,6,0,6735,7,16,4,8,7,6,4,14,611
חמדיה,343,300,220,0,220,51,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,33,8,0,0,0,116,0,0,0,0,0,0,0,0,1
חפץ חיים,363,335,284,0,284,3,6,0,0,0,0,0,183,0,0,0,0,0,0,0,22,3,60,0,0,0,0,6,0,0,0,0,0,0,0,0,1
טבריה,6700,30915,18485,94,18391,519,1214,22,3,2,0,6,622,2,6,1,0,0,22,1,494,1237,8393,65,0,1,0,1886,1,1,3,2,5,2,6,417,3458
טובאזנגריה,962,777,339,7,332,6,8,201,0,1,0,0,0,0,0,0,0,0,0,11,2,0,7,11,0,0,0,82,0,0,0,0,0,0,1,0,2
יבנה,2660,2970,2186,12,2174,99,35,0,0,0,0,2,125,0,3,0,0,0,0,0,55,119,778,36,0,0,0,660,1,11,0,1,1,0,0,0,248
יגור,96,1343,936,2,934,220,2,1,0,1,0,1,9,0,0,0,0,0,0,0,2,23,44,108,0,0,0,519,2,0,0,0,1,0,0,0,1
יד נתן,775,420,322,0,322,31,1,0,1,0,0,13,8,0,1,0,0,0,0,0,1,15,50,8,0,0,0,188,0,0,0,0,0,0,0,0,5
יד רמבם,64,848,638,0,638,24,9,0,0,0,0,60,35,0,0,0,0,0,0,0,14,13,328,4,0,0,0,83,0,0,0,0,0,0,0,0,68
יזרעאל,452,566,343,1,342,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,56,0,0,0,200,0,0,0,0,0,0,0,0,0
יעף,1044,165,139,0,139,14,1,2,0,0,0,0,4,0,2,0,0,0,0,0,1,3,24,19,0,0,0,67,0,0,0,0,0,0,0,0,2
ירושלים,3000,123276,73008,498,72510,2385,17337,1342,9,11,0,35,6574,6,29,21,7,15,47,9,2486,2204,17187,2477,14,9,0,8584,23,23,3,5,22,7,7,16,11616
כישור,1153,122,96,0,96,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,0,0,60,1,0,0,0,0,0,0,0,1
כסראסמיע,1296,1157,280,0,280,27,1,10,0,0,0,0,48,0,0,0,0,0,0,0,1,26,7,15,0,0,0,145,0,0,0,0,0,0,0,0,0
כפר המכבי,254,307,212,0,212,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,14,24,0,0,0,127,0,0,0,0,0,0,0,0,1
כפר סבא,6900,12620,9200,28,9172,614,69,27,7,1,0,5,415,0,3,0,1,1,0,0,86,609,1950,663,6,0,0,4484,0,3,1,1,3,0,1,7,215
לבנים,1230,324,226,0,226,19,4,1,0,0,0,14,8,0,0,0,0,0,0,0,7,9,74,12,0,0,0,75,0,0,0,0,0,0,0,0,3
לפידות,1173,129,96,0,96,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,48,1,0,0,0,21,0,0,0,0,0,0,0,0,10
מבקיעים,573,372,274,0,274,17,1,0,0,0,0,5,17,0,0,0,0,0,0,0,8,9,105,4,0,0,0,85,0,0,0,0,0,0,0,0,23
מולדת,269,792,576,3,573,69,2,0,0,0,0,6,14,0,0,0,0,0,0,0,0,17,44,60,0,0,0,357,0,0,0,0,1,0,0,0,3
מורן,1163,337,257,1,256,26,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,11,19,33,0,0,0,161,0,0,0,0,0,0,0,0,1
מירון,607,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
מעלה עירון,1327,2481,1097,4,1093,4,1,1048,0,0,0,0,1,0,0,0,1,0,0,6,1,1,3,10,0,1,0,10,0,0,0,0,1,0,0,0,5
מתת,1184,155,101,0,101,18,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,34,0,0,0,28,1,0,0,0,0,0,0,0,0
נגבה,315,701,482,1,481,58,1,3,0,0,0,5,4,0,0,0,0,0,0,0,2,28,27,104,0,0,0,246,0,0,1,0,0,0,0,0,2
נעורים,186,195,73,1,72,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,11,2,0,0,0,44,0,0,0,0,0,0,0,0,1
נצרת,7300,1917,1052,3,1049,5,0,943,0,0,0,0,1,0,0,0,0,0,0,3,0,16,15,21,0,0,0,38,0,0,0,0,1,0,0,0,6
נשר,2500,7028,4280,33,4247,194,42,19,1,1,0,2,83,0,4,0,0,0,1,0,45,768,1403,118,1,0,0,1354,2,0,0,3,1,1,1,3,200
נתניה,7400,45166,24836,151,24685,868,450,12,6,5,1,20,1268,0,14,2,7,2,0,9,468,2888,9542,383,12,4,0,5462,7,51,4,5,11,16,9,18,3141
סואעד חמרייה,942,146,66,0,66,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
סמר,1156,227,149,1,148,15,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,64,0,0,0,60,0,0,0,0,0,0,0,0,0
עדנים,2035,300,232,0,232,14,0,1,0,0,0,41,4,0,0,0,0,0,0,0,0,8,23,21,0,0,0,120,0,0,0,0,0,0,0,0,0
עין דור,436,904,577,2,575,65,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,23,31,147,0,0,0,298,0,0,0,0,0,0,0,0,0
